,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Yinchuan,CN,38.4681,106.2731,27.25,48,56,5.85,broken clouds
351,Berlevag,NO,70.8578,29.0864,9.97,87,75,7.72,light rain
352,Marsa Matruh,EG,31.3525,27.2453,24.11,83,0,3.09,clear sky
353,Lompoc,US,34.6391,-120.4579,25.56,71,0,12.07,clear sky
354,Dunedin,NZ,-45.8742,170.5036,6.56,52,77,3.58,broken clouds
355,Alotenango,GT,14.4803,-90.8075,21.76,97,83,2.64,broken clouds
356,Batticaloa,LK,7.7102,81.6924,25.57,67,100,3.13,overcast clouds
357,Yerofey Pavlovich,RU,53.9667,121.9667,12.15,91,100,3.88,overcast clouds
358,Mariel,CU,22.9875,-82.7536,23.08,78,99,4.57,moderate rain
359,Moyale,KE,3.5167,39.0584,17.74,67,78,6.83,broken clouds
360,George Town,MY,5.4112,100.3354,28.96,87,20,2.06,few clouds
361,Mancio Lima,BR,-7.6142,-72.8958,23.49,86,35,0.67,scattered clouds
362,Bucerias,MX,20.75,-105.3333,29.99,66,100,3.09,overcast clouds
363,Lira,UG,2.235,32.9097,17.64,80,98,0.07,overcast clouds
364,Yerbogachen,RU,61.2767,108.0108,10.95,86,100,3.02,overcast clouds
365,Skjervoy,NO,70.0311,20.9714,11.0,83,100,7.34,light rain
366,Vila Velha,BR,-20.3297,-40.2925,23.97,85,0,5.66,clear sky
367,Vyshneve,UA,50.3891,30.3705,17.87,88,89,3.44,overcast clouds
368,Geraldton,AU,-28.7667,114.6,13.23,88,100,6.17,overcast clouds
369,Neuquen,AR,-38.9516,-68.0591,4.94,87,100,1.54,overcast clouds
370,Yichang,CN,30.7144,111.2847,35.71,50,43,1.04,scattered clouds
371,Ginda,IN,30.6945,78.4932,21.06,73,99,0.39,overcast clouds
372,Puerto Escondido,MX,15.85,-97.0667,26.46,69,100,0.0,overcast clouds
373,Clyde River,CA,70.4692,-68.5914,3.13,93,0,3.09,clear sky
374,Ikalamavony,MG,-21.15,46.5833,11.8,73,0,2.64,clear sky
375,Buala,SB,-8.145,159.5921,28.76,69,100,0.84,light rain
376,Seoul,KR,37.5683,126.9778,28.69,89,100,5.14,light rain
377,Tanout,NE,14.9709,8.8879,28.56,57,100,5.07,overcast clouds
378,Visby,SE,57.6409,18.296,16.57,67,75,3.6,broken clouds
379,Xinqing,CN,48.2333,129.5,22.24,45,0,4.93,clear sky
380,Kabare,CD,-2.4683,28.8242,14.78,78,5,0.42,clear sky
381,Cornwall,CA,45.0181,-74.7281,27.22,94,100,0.0,light rain
382,Tual,ID,-5.6667,132.75,26.67,81,100,8.94,overcast clouds
383,Coquimbo,CL,-29.9533,-71.3436,11.85,82,0,1.54,clear sky
384,Egvekinot,RU,66.3167,-179.1667,5.4,41,100,5.6,overcast clouds
385,La Rioja,ES,42.25,-2.5,16.88,77,10,1.38,clear sky
386,Abu Zabad,SD,12.35,29.25,24.49,77,79,3.89,broken clouds
387,La Oroya,PE,-11.5189,-75.8994,7.15,89,89,2.11,overcast clouds
388,Goderich,CA,43.7501,-81.7165,24.95,83,96,3.6,overcast clouds
389,Kenai,US,60.5544,-151.2583,13.9,78,75,12.35,broken clouds
390,Port-Gentil,GA,-0.7193,8.7815,22.95,80,97,5.69,overcast clouds
391,Vestmannaeyjar,IS,63.4427,-20.2734,10.89,86,35,8.27,scattered clouds
392,Sorong,ID,-0.8833,131.25,27.36,78,61,3.13,broken clouds
393,Cap Malheureux,MU,-19.9842,57.6142,19.15,78,1,1.34,clear sky
394,San Quintin,MX,30.4833,-115.95,23.9,79,42,2.75,scattered clouds
395,Simmerath,DE,50.6,6.3,12.93,72,19,2.06,few clouds
396,Cabra,ES,37.4725,-4.4421,21.45,55,0,0.98,clear sky
397,Vardo,NO,70.3705,31.1107,8.99,87,100,5.66,overcast clouds
398,Saint Anthony,US,45.0205,-93.218,22.79,82,100,4.12,overcast clouds
399,Birjand,IR,32.8663,59.2211,22.26,24,0,2.06,clear sky
400,Tekeli,KZ,44.83,78.8239,22.58,35,100,0.66,overcast clouds
401,Prokhorovka,RU,51.0374,36.7325,19.43,45,100,1.72,overcast clouds
402,Whittlesea,ZA,-32.1759,26.8244,10.21,76,14,2.22,light rain
403,Koulikoro,ML,14.0,-7.75,26.0,71,5,3.54,clear sky
404,Qasigiannguit,GL,68.8193,-51.1922,6.14,97,100,0.98,overcast clouds
405,Masvingo,ZW,-20.0637,30.8277,12.77,36,0,2.42,clear sky
406,Tupi Paulista,BR,-21.3811,-51.5706,20.94,57,100,2.42,overcast clouds
407,Bonthe,SL,7.5264,-12.505,24.28,87,72,3.43,light rain
408,Broome,US,42.2506,-75.833,25.43,82,0,2.57,clear sky
409,Akyab,MM,20.15,92.9,26.61,89,100,5.14,overcast clouds
410,Saint-Pierre,RE,-21.3393,55.4781,18.84,74,20,2.57,few clouds
411,Mlimba,TZ,-8.8,35.8167,19.1,58,93,1.1,overcast clouds
412,Humboldt,US,40.6665,-123.9178,17.56,73,25,2.25,scattered clouds
413,Bad Hofgastein,AT,47.1667,13.1,16.48,97,100,0.82,light rain
414,Mendi,PG,-6.1761,143.6513,22.01,52,55,2.66,broken clouds
415,North Bend,US,43.4065,-124.2243,21.8,88,0,5.66,clear sky
416,Longyearbyen,SJ,78.2186,15.6401,6.91,93,75,5.66,light rain
417,Olinda,BR,-8.0089,-34.8553,24.85,69,40,4.12,scattered clouds
418,Ihosy,MG,-22.4,46.1167,13.91,90,66,2.8,broken clouds
419,Thinadhoo,MV,0.5333,72.9333,27.64,73,100,3.32,overcast clouds
420,Griffith,US,41.5284,-87.4237,26.05,92,100,0.0,moderate rain
421,Zhigansk,RU,66.7697,123.3711,13.76,73,84,6.47,broken clouds
422,Chimore,BO,-16.9833,-65.1333,20.76,99,100,0.86,overcast clouds
423,Antsohihy,MG,-14.8796,47.9875,17.12,78,5,2.21,clear sky
424,Hamilton,US,39.1834,-84.5333,27.8,78,0,3.6,clear sky
425,Bima,ID,-8.4667,118.7167,30.43,56,18,2.54,few clouds
426,Taveta,KE,-3.3963,37.6736,14.94,87,14,1.71,few clouds
427,Arkhangelsk,RU,64.5401,40.5433,12.06,93,20,2.0,few clouds
428,Ust-Omchug,RU,61.15,149.6333,21.27,41,58,3.75,broken clouds
429,Kupang,ID,-10.1667,123.5833,29.51,56,0,2.36,clear sky
430,Stornoway,GB,58.2093,-6.3865,14.98,85,100,4.12,overcast clouds
431,Plettenberg Bay,ZA,-34.0527,23.3716,15.16,84,99,3.83,light rain
432,Harper,LR,4.375,-7.7169,22.71,82,59,3.97,broken clouds
433,Pouembout,NC,-21.1333,164.9,24.64,73,82,3.02,broken clouds
434,Karoi,ZW,-16.8099,29.6925,11.31,59,0,1.73,clear sky
435,Surt,LY,31.2089,16.5887,26.25,70,0,1.06,clear sky
436,Minggang,CN,32.4586,114.0486,33.2,57,95,6.08,overcast clouds
437,Pachino,IT,36.7186,15.0907,27.3,64,0,2.7,clear sky
438,Vilyuysk,RU,63.7553,121.6247,16.39,79,100,1.89,overcast clouds
439,Dalkeith,GB,55.8934,-3.0638,14.17,84,100,1.34,overcast clouds
440,Bambanglipuro,ID,-7.95,110.2833,25.58,78,79,3.0,broken clouds
441,Oxford,GB,51.7522,-1.256,16.94,69,7,1.03,clear sky
442,Aksarka,RU,66.5606,67.7975,22.89,57,0,4.04,clear sky
443,Pauini,BR,-7.7136,-66.9764,25.62,76,97,0.28,overcast clouds
444,Cap-Chat,CA,49.1001,-66.6821,15.0,82,78,6.17,broken clouds
445,Salinopolis,BR,-0.6136,-47.3561,25.81,85,75,5.09,broken clouds
446,Appingedam,NL,53.3217,6.8583,13.32,88,34,2.11,scattered clouds
447,Outram,MY,1.2829,103.8379,29.94,78,75,4.12,broken clouds
448,Karratha,AU,-20.7377,116.8463,23.52,17,10,3.2,light rain
449,Milkovo,RU,54.7167,158.6167,26.46,51,49,0.89,scattered clouds
450,Springfield,US,37.2153,-93.2982,30.06,65,0,3.6,clear sky
451,Elk,PL,53.8282,22.3647,10.94,88,38,1.4,scattered clouds
452,Champasak,LA,14.75,106.0,25.49,99,100,0.73,heavy intensity rain
453,Camacha,PT,33.0833,-16.3333,19.68,73,20,4.63,few clouds
454,Meadow Lake,US,34.8014,-106.5436,30.64,46,41,7.49,scattered clouds
455,Bani Walid,LY,31.7566,13.9942,22.53,77,0,1.48,clear sky
456,Padang,ID,-0.9492,100.3543,26.03,76,9,0.45,clear sky
457,Sibolga,ID,1.7427,98.7792,27.41,72,95,0.49,overcast clouds
458,Port-Cartier,CA,50.0334,-66.8654,16.82,54,35,5.11,scattered clouds
459,Blonie,PL,52.1985,20.6171,16.16,79,66,2.0,light rain
460,Changqing,CN,36.5575,116.7272,31.77,70,100,1.62,moderate rain
461,Henties Bay,NA,-22.116,14.2845,12.3,91,96,3.05,overcast clouds
462,Talaya,RU,61.3833,152.75,25.87,40,3,3.22,clear sky
463,Rudsar,IR,37.1376,50.288,25.99,85,27,3.48,scattered clouds
464,Darhan,MN,49.4867,105.9228,17.51,57,28,1.13,scattered clouds
465,Kapoeta,SS,4.7717,33.5903,23.1,72,100,2.29,overcast clouds
466,Stara Vyzhivka,UA,51.4376,24.44,11.02,83,42,2.74,scattered clouds
467,Ayan,RU,56.45,138.1667,12.39,94,100,10.47,light rain
468,Sulphur,US,30.2366,-93.3774,26.98,86,0,4.63,clear sky
469,Mildura,AU,-34.2,142.15,13.37,80,6,1.01,clear sky
470,Trybukhivtsi,UA,49.0436,25.4581,14.76,92,88,1.78,overcast clouds
471,Inyonga,TZ,-6.7167,32.0667,14.51,51,5,2.3,clear sky
472,Sabaudia,IT,41.3003,13.0282,24.38,89,4,2.19,clear sky
473,Waipawa,NZ,-41.4122,175.5153,7.69,93,100,9.32,light rain
474,Narodychi,UA,51.2029,29.0823,12.59,95,67,2.99,broken clouds
475,Port Blair,IN,11.6667,92.75,27.02,83,100,4.12,mist
476,Agropoli,IT,40.3469,14.9966,24.49,61,1,2.21,clear sky
477,Hofn,IS,64.2539,-15.2082,11.29,85,21,4.44,few clouds
478,Qianan,CN,44.9932,124.0581,22.48,51,0,5.11,clear sky
479,Lipovtsy,RU,44.2014,131.7244,26.43,60,29,4.94,scattered clouds
480,Hanna,CA,51.6334,-111.9018,29.36,29,0,0.45,clear sky
481,Sarangani,PH,5.4033,125.4636,27.66,73,100,1.28,overcast clouds
482,Itainopolis,BR,-7.4469,-41.4783,22.29,45,0,2.09,clear sky
483,Koboko,UG,3.4136,30.9599,16.44,95,100,2.04,overcast clouds
484,Kautokeino,NO,69.0125,23.0412,8.8,81,100,3.91,overcast clouds
485,Kabanjahe,ID,3.1001,98.4908,21.52,64,98,1.71,overcast clouds
486,Hovd,MN,48.0056,91.6419,20.84,33,0,1.98,clear sky
487,Saint-Jacques,CA,45.9501,-73.5659,23.1,83,100,2.06,light rain
488,Mundo Novo,BR,-11.8589,-40.4725,16.35,95,1,1.41,clear sky
489,Whithorn,JM,18.2604,-78.0378,26.59,91,39,2.02,scattered clouds
490,Byron Bay,AU,-28.65,153.6167,18.3,51,0,6.07,clear sky
491,Lasa,IT,46.6166,10.7002,18.49,90,91,1.11,overcast clouds
492,Portobelo,PA,9.55,-79.65,25.62,85,98,0.16,overcast clouds
493,Gravdal,NO,68.1214,13.5031,10.7,86,100,1.99,overcast clouds
494,Lakhdenpokhya,RU,61.5198,30.1992,10.48,84,6,1.81,clear sky
495,Bonavista,CA,48.6499,-53.1147,19.27,91,100,9.87,overcast clouds
496,Monze,ZM,-16.2833,27.4833,14.02,43,0,1.72,clear sky
497,Kudahuvadhoo,MV,2.6708,72.8944,27.5,76,100,4.81,overcast clouds
498,Gouyave,GD,12.1646,-61.7296,25.43,83,20,2.06,few clouds
499,Kongolo,CD,-5.3833,27.0,22.6,39,4,1.21,clear sky
500,Ambanja,MG,-13.6833,48.45,18.71,75,24,1.72,few clouds
501,Charcas,MX,23.1333,-101.1167,18.43,57,100,9.85,overcast clouds
502,Haftoni,AZ,38.7632,48.7622,23.84,83,75,0.0,broken clouds
503,Tongren,CN,27.7172,109.1853,31.35,61,89,2.85,overcast clouds
504,Dargaville,NZ,-35.9333,173.8833,16.97,63,3,2.25,clear sky
505,Amboise,FR,47.4125,0.9827,19.3,54,0,3.09,clear sky
506,Chornyanka,UA,46.6522,33.359,23.31,51,4,4.54,clear sky
507,Huarmey,PE,-10.0681,-78.1522,16.97,84,85,4.72,overcast clouds
508,Cairns,AU,-16.9167,145.7667,27.26,87,100,5.14,overcast clouds
509,Grand Gaube,MU,-20.0064,57.6608,19.1,78,1,1.34,clear sky
510,Tilichiki,RU,60.4667,166.1,19.01,55,95,2.39,overcast clouds
511,Katyuzhanka,UA,50.806,30.1376,17.55,93,93,3.39,overcast clouds
512,Soma,TR,39.1855,27.6094,21.08,89,15,4.47,few clouds
513,Hays,US,30.0502,-98.0336,31.49,59,99,1.34,overcast clouds
514,San Rafael,AR,-34.6177,-68.3301,2.91,95,100,1.58,overcast clouds
515,San Jeronimo,PE,-11.9472,-75.2829,11.54,71,100,1.84,overcast clouds
516,Caldwell,US,43.6629,-116.6874,35.64,18,0,3.09,haze
517,Jalu,LY,29.0331,21.5482,25.49,70,0,5.34,clear sky
518,Biak,ID,-0.9131,122.8766,27.12,73,66,2.66,broken clouds
519,Voivodeni,RO,46.7,24.6333,18.68,88,19,1.41,few clouds
520,Alindao,CF,5.0267,21.2088,20.46,96,100,0.64,overcast clouds
521,Shaunavon,CA,49.6501,-108.4181,28.88,32,0,2.59,clear sky
522,Sakakah,SA,29.9697,40.2064,34.76,23,53,2.57,broken clouds
523,Solnechnyy,RU,50.7214,136.6319,18.62,98,100,1.81,overcast clouds
524,Palmer,US,42.1584,-72.3287,26.92,80,75,3.09,broken clouds
525,Bernay,FR,49.1667,0.6667,15.04,68,0,2.96,clear sky
526,Lazaro Cardenas,MX,17.9583,-102.2,27.51,76,85,2.39,overcast clouds
527,Lenger,KZ,42.183,69.8839,21.69,29,36,1.62,scattered clouds
528,Uyuni,BO,-20.4597,-66.825,1.86,15,0,3.61,clear sky
529,Kemijarvi,FI,66.7131,27.4306,7.38,95,97,1.11,overcast clouds
530,Bavly,RU,54.393,53.2602,18.61,73,79,1.24,broken clouds
531,Salto,UY,-31.3833,-57.9667,12.71,83,99,4.02,overcast clouds
532,Bandarbeyla,SO,9.4942,50.8122,24.72,64,9,12.31,clear sky
533,Senanga,ZM,-16.1167,23.2667,12.8,39,0,2.61,clear sky
534,Tabory,RU,58.5198,64.5495,18.87,70,16,0.95,few clouds
535,Shelburne,CA,44.0787,-80.2041,23.11,88,100,3.31,overcast clouds
536,Brae,GB,60.3964,-1.353,13.11,95,100,6.18,overcast clouds
537,Talas,TR,38.6908,35.5538,17.37,68,0,2.57,clear sky
538,Weymouth,US,42.2209,-70.9398,27.88,89,75,5.14,broken clouds
539,Khani,GE,41.9563,42.9566,16.76,94,54,1.29,broken clouds
540,Tecoanapa,MX,16.5167,-98.75,27.87,77,100,1.75,overcast clouds
541,Bud,US,39.447,-86.1758,28.99,94,8,2.96,clear sky
542,Malpe,IN,13.35,74.7167,24.61,89,100,7.13,overcast clouds
543,Groa,NO,62.65,8.7167,12.61,91,71,0.97,broken clouds
544,Vilhena,BR,-12.7406,-60.1458,21.69,78,77,0.91,broken clouds
545,Sibu,MY,2.3,111.8167,27.17,78,20,2.68,few clouds
546,Adelaide,AU,-34.9333,138.6,14.36,72,75,3.09,broken clouds
547,Yulara,AU,-25.2406,130.9889,18.18,25,5,7.47,clear sky
548,Antofagasta,CL,-23.65,-70.4,13.6,69,1,3.32,clear sky
549,Innisfail,AU,-17.5333,146.0333,22.28,86,86,5.21,overcast clouds
550,Impfondo,CG,1.6381,18.0667,21.17,97,41,0.98,scattered clouds
551,Dongying,CN,37.4564,118.4856,27.17,87,100,6.79,overcast clouds
552,Bonnyville,CA,54.2668,-110.735,25.89,73,0,3.68,clear sky
553,Ishigaki,JP,24.3448,124.1572,32.07,70,40,5.14,scattered clouds
554,Sovetskiy,RU,61.3614,63.5842,21.33,60,18,1.48,few clouds
555,Lake Havasu City,US,34.4839,-114.3224,42.34,20,0,2.06,clear sky
556,Xining,CN,36.6167,101.7667,22.65,61,10,0.85,clear sky
557,Peniche,PT,39.3558,-9.3811,17.38,95,0,1.16,clear sky
558,Bunia,CD,1.5667,30.25,17.1,89,23,1.02,few clouds
559,Sorbhog,IN,26.5,90.8667,26.56,92,100,2.17,moderate rain
560,Narsaq,GL,60.9167,-46.05,6.12,75,1,2.06,clear sky
561,Iisalmi,FI,63.5592,27.1907,7.4,97,20,2.12,few clouds
562,Tonantins,BR,-2.8731,-67.8022,23.47,96,89,0.99,overcast clouds
563,El Tarra,CO,8.5756,-73.0949,23.89,98,100,0.8,overcast clouds
564,Mackenzie,CA,55.2999,-123.1698,24.12,35,20,5.66,few clouds
565,Itupiranga,BR,-5.1347,-49.3267,25.18,57,22,1.34,few clouds
566,Acajutla,SV,13.5928,-89.8275,25.23,90,99,2.02,overcast clouds
567,Hargeysa,SO,9.56,44.065,20.11,58,88,11.51,overcast clouds
568,New Richmond,US,45.123,-92.5366,22.69,83,100,1.54,overcast clouds
569,Verkhoyansk,RU,67.5447,133.385,22.03,46,9,6.65,clear sky
570,Jiaojiang,CN,28.6803,121.4428,33.89,61,54,4.83,broken clouds
571,Mocuba,MZ,-16.8392,36.9856,15.43,97,2,1.29,clear sky
572,Koygorodok,RU,60.445,50.9968,18.52,78,51,2.01,broken clouds
573,Pittsburg,US,38.028,-121.8847,28.03,47,0,5.66,clear sky
574,Belle Fourche,US,44.6714,-103.8522,25.73,31,0,3.18,clear sky
575,Sinnamary,GF,5.3833,-52.95,26.65,78,95,4.4,overcast clouds
576,Lashio,MM,22.9333,97.75,21.56,98,94,0.47,overcast clouds
577,Lengshuijiang,CN,27.6881,111.4294,33.29,56,63,1.92,broken clouds
578,Chumikan,RU,54.7183,135.315,11.72,95,100,11.21,moderate rain
579,Warrnambool,AU,-38.3833,142.4833,11.08,61,6,2.53,clear sky
580,Awbari,LY,26.5921,12.7805,27.9,23,0,4.02,clear sky
581,Bagdarin,RU,54.4333,113.6,15.27,52,100,5.74,overcast clouds
582,Vuktyl,RU,63.8567,57.3094,19.75,67,8,3.05,clear sky
583,Khandyga,RU,62.6667,135.6,15.75,77,100,0.41,overcast clouds
584,Haines Junction,CA,60.7522,-137.5108,16.97,45,78,5.66,broken clouds
585,Bar-Le-Duc,FR,48.75,5.1667,17.21,55,2,4.11,clear sky
586,Volovo,UA,48.5246,23.5056,14.51,96,36,2.11,scattered clouds
587,Lircay,PE,-12.9896,-74.7205,9.55,84,97,2.24,overcast clouds
588,Trairi,BR,-3.2778,-39.2689,25.21,83,16,5.03,few clouds
589,Fowa,NG,8.9167,6.4,22.1,97,100,1.59,light rain
590,Pimentel,PE,-6.8367,-79.9342,16.82,87,33,6.3,scattered clouds
591,Carutapera,BR,-1.195,-46.02,24.62,88,15,2.78,few clouds
592,Pisco,PE,-13.7,-76.2167,17.03,72,20,1.54,haze
593,Bandarban,BD,22.1965,92.2262,26.84,91,59,0.95,broken clouds
594,Kutum,SD,14.2,24.6667,23.86,61,61,2.31,broken clouds
595,Bakchar,RU,57.0186,82.0711,15.72,89,77,2.73,broken clouds
596,Poli,TZ,-3.3333,36.8,9.75,89,44,0.73,scattered clouds
597,Kopaganj,IN,26.0233,83.5658,31.39,63,0,5.22,clear sky
598,High Level,CA,58.5169,-117.136,24.06,38,75,3.6,broken clouds
599,Develi,TR,38.3906,35.4922,16.64,65,0,1.26,clear sky
600,Lujan,AR,-34.5703,-59.105,9.84,84,53,4.05,broken clouds
601,Nerchinskiy Zavod,RU,51.3088,119.61,18.41,40,1,6.81,clear sky
602,Camocim,BR,-2.9022,-40.8411,24.79,83,10,5.85,clear sky
603,Chipinge,ZW,-20.1883,32.6236,10.85,54,0,1.55,clear sky
604,Celestun,MX,20.8667,-90.4,24.55,88,99,6.18,overcast clouds
605,Quelimane,MZ,-17.8786,36.8883,17.97,94,0,0.0,clear sky
606,Kifri,IQ,34.6959,44.9661,34.1,19,0,3.34,clear sky
607,Payakumbuh,ID,-0.2202,100.6308,25.92,67,18,0.79,few clouds
608,Lokosovo,RU,61.1333,74.8167,17.43,62,100,0.58,overcast clouds
609,Minchinabad,PK,30.163,73.5685,28.41,78,94,4.55,overcast clouds
610,Maldonado,UY,-34.6667,-54.9167,9.01,90,76,2.01,light rain
611,Ixtapa,MX,20.7,-105.2,29.57,66,100,3.09,overcast clouds
612,Mranggen,ID,-7.0268,110.5158,27.91,65,20,1.03,few clouds
613,Paamiut,GL,61.994,-49.6678,6.37,88,14,6.04,few clouds
614,Piacabucu,BR,-10.4056,-36.4344,22.53,75,20,3.44,few clouds
615,Iskateley,RU,67.6803,53.1512,14.37,77,82,5.56,broken clouds
616,Arawa,PG,-6.2132,155.5367,29.68,69,44,1.87,light rain
617,Izhma,RU,65.0083,53.9113,18.35,78,1,2.52,clear sky
618,Majene,ID,-3.5403,118.9707,27.38,75,96,2.56,overcast clouds
619,Williston,US,48.147,-103.618,23.91,56,0,0.89,clear sky
620,Polunochnoye,RU,60.8697,60.4153,20.53,69,91,0.41,overcast clouds
621,Nha Trang,VN,12.25,109.1833,27.0,90,100,2.13,overcast clouds
622,Raudeberg,NO,61.9875,5.1352,12.2,60,100,7.35,overcast clouds
623,Qinhuangdao,CN,39.9317,119.5883,27.28,50,83,7.42,broken clouds
624,Cabedelo,BR,-6.9811,-34.8339,22.37,76,1,5.44,clear sky
625,Odweyne,SO,9.4092,45.064,21.07,56,70,8.82,broken clouds
626,Tshane,BW,-24.0196,21.8684,13.02,38,0,4.62,clear sky
627,Gradistea,RO,44.2333,27.2167,21.17,59,0,3.13,clear sky
628,Bukama,CD,-9.2,25.85,19.58,38,70,1.42,broken clouds
629,Kissamos,GR,35.4939,23.6569,27.17,69,0,1.95,clear sky
630,Changji,CN,44.0167,87.3167,29.44,32,0,1.0,clear sky
631,Grindavik,IS,63.8424,-22.4338,9.97,93,75,6.17,broken clouds
632,La Asuncion,VE,11.0333,-63.8628,27.85,83,35,4.12,scattered clouds
633,Sabzevar,IR,36.2126,57.6819,26.6,28,20,7.2,few clouds
634,Oktyabrskiy,RU,54.4815,53.471,18.43,73,75,1.17,broken clouds
635,Kavaratti,IN,10.5669,72.642,26.87,83,100,10.9,light rain
636,Kahului,US,20.8947,-156.47,34.01,40,20,9.26,few clouds
637,College,US,64.8569,-147.8028,15.88,61,75,4.63,broken clouds
638,Tignere,CM,7.3667,12.65,16.78,94,100,0.66,overcast clouds
639,Ulladulla,AU,-35.35,150.4667,13.95,56,15,4.44,few clouds
640,Mitsamiouli,KM,-11.3847,43.2844,23.92,67,11,2.99,few clouds
641,Komsomolskiy,UZ,40.4272,71.7189,28.94,23,5,1.27,clear sky
642,Gunnedah,AU,-30.9833,150.25,14.27,51,0,2.7,clear sky
643,Sirjan,IR,29.452,55.6814,24.52,30,0,1.21,clear sky
644,Suicheng,CN,33.8963,117.9331,33.38,64,100,3.64,overcast clouds
645,Tomatlan,MX,19.9333,-105.25,25.62,82,100,0.74,overcast clouds
646,Eureka,US,40.8021,-124.1637,22.6,81,69,0.89,broken clouds
647,Namatanai,PG,-3.6667,152.4333,28.27,73,39,3.64,light rain
648,Tateyama,JP,34.9833,139.8667,28.43,80,15,8.24,few clouds
649,Kincardine,GB,56.0667,-3.7167,14.75,89,100,3.2,overcast clouds
650,Yekimovichi,RU,54.1129,33.2965,14.32,97,97,2.65,overcast clouds
651,Lere,NG,10.387,8.5726,20.01,95,99,1.39,overcast clouds
652,Cerrito,CO,6.8432,-72.694,10.97,92,65,2.98,broken clouds
653,Sainte-Maxime,FR,43.3,6.6333,23.99,85,0,2.85,clear sky
654,Beira,MZ,-19.8436,34.8389,16.05,100,0,2.06,fog
655,Anzio,IT,41.4853,12.6179,26.17,68,1,1.27,clear sky
656,Usinsk,RU,65.9939,57.5281,19.87,65,0,5.61,clear sky
657,Dom Pedro,BR,-4.4833,-44.45,23.59,52,6,0.89,clear sky
658,Del Rio,US,29.3627,-100.8968,37.06,25,0,7.2,clear sky
